Statute,Code,Desc,Count
720-5/16A(B)(2),Nonviolent,RETAIL THEFT,1
720-5/21-1.3,Nonviolent,MISD.CRIM.DEFACEMENT OF PROP.,1
720-5/11-19.1(a)(1),Nonviolent,JUVENILE PIMPING/PROSTITUTE<16,1
720-5/17-13(B),Nonviolent,ATT MAIL FRAUD,1
720-5/20-1(B),Nonviolent,ARSON/DEFRAUD INS CO/>$15,1
720-5/(4)1.1,Nonviolent,MISD.UUW,1
720-5/32.51,Nonviolent,ATT FALSE PERSONATION OF POLIC,1
720-5/24-3.1(A)(1)1),Nonviolent,UNLAWFUL POSSESS HNDGUN<1,1
720-5/10-5(B)(1),Nonviolent,CHILD ABDUCTN/CONCEAL/DETAIN,1
720-130/2a,Nonviolent,CONTRIBUTE/DELINQUENCY/CHILD,1
720-5/18-4(A)2),Nonviolent,ATTEMPT AGG VEHICULAR HIJACKIN,1
15-335/14(A)(2),Nonviolent,UNLAWFUL USE OF ID CARD,1
625-5/3-703,Nonviolent,IMPROPER USE REGIS/TITLE,1
720-5/46-3(A),Nonviolent,INSURANCE FRAUD CONSPIRACY,1
720-5/24-1(A)(10)(II),Nonviolent,UNLAWFUL USE OF WEAPON,1
720/5-8-4 720 5 17-3(A)(2),Nonviolent,ATTEMPT FORGERY,1
430-65/2A,Nonviolent,VIOLATION OF FOID CARD,1
720/8-4(720-5/24-1.6),Nonviolent,ATT. AGG UNLAWFUL USE OF WEAPO,1
625-5/11-501(A)(1)/)(D)(1)(G),Nonviolent,AGG.DUI,1
720-5/625(5/11)(401A),Nonviolent,ATT LEAVE SCENE OF ACCIDENT,1
720-5/28-1.1(720)(2/28)(1),Nonviolent,GAMBLING,1
720-5/24-1(A)(13),Nonviolent,DISCHARGE FIREARM/MTR VEHICLE,1
720-5/21(/1),Nonviolent,CRIM DAMAGE PROP,1
720-5/16-7(720)(516)(8),Nonviolent,MISDEMEANOR THEFT,1
720-5/5(/16)(1A),Nonviolent,ATTEMPT THEFT,1
720-5/16-1(A)(1)A),Nonviolent,THEFT/DECEP/INTENT/>10K-100K,1
720-5/16A-3(h)(1),Nonviolent,THEFT / LESSEE FAILURE TO RETU,1
720-5/16-1(A)(3)(B)(4),Nonviolent,THEFT,1
625-5/6-301.2(b)(7),Nonviolent,POSS DL MAKING IMPLEMENT,1
720-5/26-1(A)(12),Nonviolent,FALSE REPORT TO 911/2ND,1
720-5/24-4,Nonviolent,FAIL KEEP REGIS/FIREARM SALES,1
625-45/5-16(A)(1)(A),Nonviolent,WATERCRAFT OUI/.08 ALC/DE,1
720-5/26-A4,Nonviolent,ATTEMPT OBSTRUCT JUSTICE,1
720-5/16-1(A)(1)B)(2),Nonviolent,THEFT,1
720-5/21-1(1)(H),Nonviolent,DEFACE PROPERTY W/PAINT<$,1
625-5/6-302(a)(1),Nonviolent,PRESENT FALSE INFO/DL,1
720-5/24-3.1(A)(4),Nonviolent,UNLAWFUL POSSESSION OF HA,1
ARSON,Nonviolent,ARSON=720-5\20-1(A);(B),1
720-5/21-10(a),Nonviolent,CRIM USE MOTION PICTURE FAC,1
720-5/21-4(d),Nonviolent,CRIM DMG/ST PROP/BOMB/>$500,1
15-335/14(A)(3),Nonviolent,UNLAWFUL USE OF AN ID CARD,1
625-5/6-301.2(B)(5),Nonviolent,POSS FRAUD/DL/PERMIT/DEFR,1
720-5/26-4(A)(5)2),Nonviolent,UNLWF VIDEO/VICT<18/SEX O,1
720-5/16-1(A)(2)A\B5),Nonviolent,"THF/DEC>10,000<100,000",1
815-5/12(I),Nonviolent,SEC VIO/DEFRAUD BY SCHEME,1
820-305/25.5(a)(1),Nonviolent,WRKER COMP/FRAUDULENT CLAIM,1
720-5/11-24(B)(1),Nonviolent,SEX OFFENDER/OP BUS/PHOTO/VIDE,1
720-5/17-1E,Nonviolent,DECEPTIVE PRACTICE,1
625-5/11-501(A)(1)(B)(1),Nonviolent,MISDEMEANOR DUI,1
720-5/24-3(A)(D),Nonviolent,UNLAWFUL SALE FIREARM TO,1
625-5/11-501(A)(1)/)(D)(1)(H),Nonviolent,AGG DRVG UNDR INFLUNC ALCOHOL,1
720-5/24-3(A),Nonviolent,UNLWFL SALE FIREARMS TO MINOR,1
720-5-8-4(720-5/16-8,Nonviolent,ATTEMPT UNLAWFUL RECORDING DEV,1
625-5/6-301.1(B)(9),Nonviolent,MFG/POSS/ID/OBTAIN LIC/PE,1
720-5/12-4.5,Nonviolent,TAMPERING/FOOD/DRUGS/COSMETICS,1
720-15/18-1,Nonviolent,ATTEMPT ROBBERY,1
72 5/8-4 17-3,Nonviolent,ATTEMPT FORGERY,1
720-5/24-1(A)(10)3),Nonviolent,CARRY POSS FIREARM/PUB/2ND/SUB,1
720-5/8-4(720-570-402C),Nonviolent,ATT POSS OF CONTROLLED SUBST,1
15-8-4 335/14B B 1,Nonviolent,ATT POSS FRAUD ID CARD,1
720-5/5(16)(8)(A),Nonviolent,ATT UNL USE OF UNID SOUND OR A,1
720-5/21-10(A),Nonviolent,ATT. CRIM USE MOTION PICT. FAC,1
720-5/16-22(A),Nonviolent,"TAMPER W/SEC, FIRE, LIFE",1
720-5/12-4(B)(2),Nonviolent,AGG BATTERY/CONCEAL IDENTITY,1
720-150/1(/2ND),Nonviolent,UNLAWFUL EMPLOYMENT/2,1
720-5/16-A1A,Nonviolent,THEFT,1
720-5/17-24(B),Nonviolent,MAIL FRAUD,1
720-5/ATT(UNLAW)(USE)(OF)(CREDIT)(C),Nonviolent,,1
720-5/32-4c(a),Nonviolent,WITNESS ACCEPT PAYMENT,1
720 5 8-4 720 5 17-3A 2,Nonviolent,ATTEMPT FORGERY,1
720-5/17-1(B)(D)\2ND),Nonviolent,DECEPTIVE PRACTICE,1
720-5/26-4(A)(5),Nonviolent,UNLAWFUL VIDEO/RESIDENCE,1
720-250/(8-4)8,Nonviolent,ATTEMPT MISUSE CR CARD >$300,1
720-5-8-4/19-2(A ),Nonviolent,ATTEMT POSS/ BURGLARY TOOLS,1
720-5/21-1(1)(D),Nonviolent,INJURE ANIMAL/SCHOOL $300,1
720/8-4/-5/17-3(A)(1),Nonviolent,ATTEMPT FORGERY,1
720-5/11-17.1(a),Nonviolent,KEEP PLACE JUV PROSTITUTION,1
625-5/6-301.2(B)(7),Nonviolent,POSS DL MAKING IMPLEMENT,1
720-5/8-4(|8-1),Nonviolent,ATTEMPT ROBBERY,1
720-5/31-6(C)(1),Nonviolent,FELON ESCAPE/PEACE OFFICER,1
720-5/19-3(A)(8)(4),Nonviolent,ATTEMPT RESIDENTIAL BURGLARY.,1
720-5/625-5(/4)(10)(A)(5),Nonviolent,ATT.POSS OF COUNTERFEIT CERT.,1
720-5/8-4-A,Nonviolent,ATTEMPTED THEFT,1
750-16/15(A)(2),Nonviolent,"SUPPORT $5,000 IN ARREARS/2ND",1
720-5/21-4,Nonviolent,CRIM DAM ST SUP PROP,1
720-5/250-5,Nonviolent,ATT. FALSE INF/CHGE SLIP >$150,1
720-5/17-1(B)(c),Nonviolent,DECEPTIVE STATEMENT/SALES,1
720-5/24-1(a)(11),Nonviolent,SELL/MFG/BUY EXPLOSIVE BULLET,1
720 5/8-4 720-5-16-8,Nonviolent,ATTEMPT UNLWFL USE UNID RECORD,1
720-5/46-2(A),Nonviolent,AGGRAVATED INSURANCE FRAUD,1
RES\OBST P OFF,Nonviolent,RESIST\OBSTRUCT PEACE OFF=38-3,1
720-5/16(G)(1),Nonviolent,MISDEMEANOR THEFT,1
720-5/625-5(/11)(204.1)(A)(4),Nonviolent,ATTEMPT FLEEING & ELUDING,1
720-5/16G-20(E)2),Nonviolent,AGG IDENTITY THEFT SENIOR/DISA,1
720-5/9-1(EM),Nonviolent,URDER ETC.           Z,1
625-5/11-501A1(/1D1F2B),Nonviolent,AGGRAVATED D U I,1
720-5/21-1(1)(C),Nonviolent,START FIRE/LAND/ANOTHER<$,1
720-5/16-1(A)(1)C\B1),Nonviolent,THEFT < $300,1
625-5/4-103A1,Nonviolent,ATTEMPT P S M V,1
720-5/11-15(2),Nonviolent,MIS.PROSTITUTION,1
625-45/5-18,Nonviolent,PERMIT PERSON UNDER 10 TO OP,1
625-5/11-501(A)29),Nonviolent,AGG DUI/NO VALID INSURANCE,1
720ILCS5/8-4/720-5/24-1.6(A)(1)(3)A,Nonviolent,ATTEMPT  AGGRAVATED UUW,1
720-5/8(720)(5/16G)(15)(A),Nonviolent,ATT FINANCILA ID THEFT,1
720-5/24-1.6A1(3A),Nonviolent,ATT UNLAWFUL USE OF WEAPON/VEH,1
720-8-4-5/24-1.1,Nonviolent,ATTEMPT UUW BY FELON,1
720-5/10-1A2,Nonviolent,KIDNAPING,1
625-5/11-503,Nonviolent,YD-396-563(RECKLESS DRIVING),1
720-5/26-5(C)(5),Nonviolent,SOLICIT MINOR/DOG FIGHTIN,1
625-5/12-215(b),Nonviolent,AMBER/OSC/FLASHNG/LIGHTS,1
720-5/16A-3(/16A)(10)(1),Nonviolent,RETAIL THEFT,1
720-5/16-7A2,Nonviolent,ATT UNLFL USE REC SOUND,1
720-570/406(b)(4),Nonviolent,"FALSE REPORT, DOCUMENT,ETC/1ST",1
720-5/21-4(1)(b),Nonviolent,CRIM DMG/ST PROP/EXPL/<$500,1
720-5/24-3(D),Nonviolent,ATT UNLAW SALE FIREARMS/FELON,1
720-5/10-3(A),Nonviolent,UNLAWFUL RESTRAINT,1
720-5/24-1.6(A)(1)(3)(C),Nonviolent,AGG UNLAWFUL USE OF WEAPON/VEH,1
720-5/16-8A1,Nonviolent,ATT UNLWFL USE RECD SOUND,1
720-5/24-8(4),Nonviolent,ATTEMPT UNLAWFUL USE OF A WEAP,1
720-5/12-6.2(A),Nonviolent,AGGRAVATED INTIMIDATION,1
720-5/24-1.6(A)(1)/)(8)(4),Nonviolent,ATTEMPT AGG UNLWFL USE WPN,1
720-5/11-20.1A2,Nonviolent,ATT CHILD PORN/REPRODUCE/SEL,1
720-5/12-24(1.2)(A),Nonviolent,AGG DISCHARGE OF FIREARM,1
625-5/11-401B,Nonviolent,FAILURE REPORT ACCIDENT/INJURY,1
625-5/11-6(303),Nonviolent,DRIVING REVOKED LICENSE,1
515 3 (A)(1)(C)(1),Nonviolent,HOME REPAIR FRAUD,1
720-5/19A,Nonviolent,ATT BURGLARY,1
720-5/625-5(/11)(402)(A),Nonviolent,(ATT)LEAVING SCENE OF ACCIDENT,1
720-5/24-1A4,Nonviolent,UNLAWFUL USE OF WEAPON,1
"430-5/65-0(2)(A,)(65)(14)",Nonviolent,POSS FIREARM W/O FOID CARD,1
720-5/16-A(3/16)(A)(10),Nonviolent,RETAIL THEFT,1
720-5/19-1(A)(720)(5/8)(4),Nonviolent,ATTEMPT BURGLARY,1
720-8-4-250/12,Nonviolent,FALSE INFO/CHARGE SLIP >$150,1
720/-8-4(625-5/6-301.2(B)(1)),Nonviolent,ATTEMPT KNOW POSS/FRAUD/DL,1
720-5/250(/4),Nonviolent,ATT USE CREDIT CARD OF ANOTHER,1
720-5/24-1.6(A)1),Nonviolent,AGG UUW,1
625-5/11-501(A)(1)(D)(1)(H),Nonviolent,AGG DUI /NO INSURANCE,1
720-5/10-1(A),Nonviolent,ATTEMPT KIDNAPING,1
720-5/24-1(a)(5),Nonviolent,SET SPRING GUN,1
720-5/31-4A,Nonviolent,ATT OBSTRUCT JUSTICE,1
720-5/16-1()A)(1),Nonviolent,ATTEMPT THEFT,1
720 5 24-(1)(A)(4),Nonviolent,UNLAWFUL USE OF WEAPON,1
720-5/12-16.2(a)(3),Nonviolent,TRANSMIT HIV/PARAPHERNALIA,1
720-5/16-A(3)(A//16)(A)(10)(2),Nonviolent,RETAIL THEFT,1
720-5/16-1(A)(2)(C),Nonviolent,THEFT DECEP PROB DPRV 10K,1
720-250/6,Nonviolent,BUY/SELL 3 OR MORE CREDIT CARD,1
720-5/10-2(A)2)1),Nonviolent,ATT KIDNAPPING/CHILD<13/RETARD,1
720-5/34-1.6(A)(1),Nonviolent,AGG UUW/VEH/PREV CONVICTION,1
720-5/9-4(19)(3A),Nonviolent,ATT RES BURGLARY,1
720-5/31-6(B),Nonviolent,ESCAPE,1
625-5/11-501(A)2/)(D)1)(A),Nonviolent,AGGRAVATED DUI/3RD +,1
720-5/5(/17)(3),Nonviolent,ATTEMPT FORGERY,1
720-5/24-1.6A13,Nonviolent,ATTEMPT AGG UUW,1
625-11/501(A)(1),Nonviolent,MISDEMEANOR DUI,1
720-(8-4)-5/31-4(B),Nonviolent,ATTEMPT OBSTRUCTION JUSTICEESS,1
720-5/24(1)(A)(4),Nonviolent,UNLAWFUL USE OF WEAPON,1
625-5/6-301.1(b)(11),Nonviolent,POSSESS FIC DL/SUSP/REVOKED,1
720-5/625-5(/11)(204.1)(A)(1),Nonviolent,ATTEMPTED AGG FLEEING/ELUDING,1
720-5/8-4-720-5/17-3(A)(1),Nonviolent,ATTEMPT FORGERY,1
720-5/11-20.1(a)(1)(ii),Nonviolent,CHILD PORN/SEXUAL CONDUCT,1
625-5/6-303(D)(2),Nonviolent,DRIVING RVK/SUSP LICENSE,1
720-5/17-2(c)(4),Nonviolent,FALSE PERSONATION/FIRE FIGHTER,1
DECEPTIVE PRACT,Nonviolent,"DECEPTIVE PRACTICE=38-17-1-A,E",1
720-5/16-9,Nonviolent,ATT UNLWF USE RECORD SOUND,1
720-5/24-1A10,Nonviolent,ATT U U W,1
702 8 4 720 5/17-3A 2,Nonviolent,ATTEMPT FORGERY,1
720-5/15-335(/14A)(B)(1),Nonviolent,ATTEMPT POSS/DIPLAY ALTERED ID,1
15-335\(8-4)14A(B)(1),Nonviolent,ATTEMPT USE FRAUDULANT ID,1
720-5/15-335(/14)(B)(B)(1),Nonviolent,ATTEMPT POSSESS FRAUDULENT ID,1
720-5/8(4)(720)(5/16D)(5)(A)(3),Nonviolent,ATT COMPUTER FRAUD,1
720-5/16D-3(1),Nonviolent,COMPUTER TAMPERING,1
720-5/625-5(/6)(301.1)(B)(11),Nonviolent,ATTEMPT POSSESS FIC DL/SUSP/RE,1
720-5/11-23(a),Nonviolent,ID INFO VICTIM 17+/PORN SITE,1
720-5/5(/17)(3A2),Nonviolent,ATT FORGERY,1
10-5/29-12,Nonviolent,DISREGARD ELECTION CODE,1
10-5/29-10(a),Nonviolent,PERJURY IN ELECTION CODE,1
625-5/11-501(A)(1)(D)(1)(F),Nonviolent,AGGRAVATED DUI,1
15-335/14B(B)(5),Nonviolent,POSS/FRAUD ID CARD/DEFRAU,1
HOME INV,Nonviolent,"HOME INVASION 38-12-11-A(1),A(",1
765-1040/3,Nonviolent,UNAUTHD USE OF TRADEMARK,1
720-5/15-1(A)(1)(A)(B)(1),Nonviolent,THEFT,1
720/8-4 720 5 17-3(A)(2),Nonviolent,ATTEMPT FORGERY,1
720-5/.1,Nonviolent,CONSPIR AGAINST CIVIL RIGHTS,1
720-5/16-1(A)(1)(3),Nonviolent,THEFT FROM PERSON,1
720-5/10-5(7),Nonviolent,ATT.CHILD ABDUCTION,1
720-5/16G-15(A)2),Nonviolent,ID THEFT<300/2ND,1
625-5/11-50(A)(1),Nonviolent,YM-283-687,1
625-5/I115011,Nonviolent,I5823372 SWORN REPORT,1
625-5/11-501(A)5),Nonviolent,YJ-874-053,1
625-5/11-501(A)4),Nonviolent,3-5970927,1
625 /6-303,Nonviolent,YJ-206-874,1
815-330/4,Nonviolent,SALE COTTON DUCK W/O BRAN,1
15-335/14(B)(1),Nonviolent,USE 15-335\14A(B)(1),1
625-5/6-301(a)(1),Nonviolent,POSS CANC/SUSP/RVK/LIC/PERMIT,1
625-5/6-393(9),Nonviolent,32962629,1
625-5/11-703,Nonviolent,YM-892-003,1
625-5/11-501(A)(1)(),Nonviolent,YM-726-741,1
720-5-12/12-4.2(A),Violent,AGG BATTERY,1
725-5/5-3.2(B)(2),Violent,AGG BATTERY/GREAT BODILY HARM,1
720-5/9-1()A)(1),Violent,ATTEMPT MURDER,1
720-5/12-4(A)(3),Violent,AGG.BATT./POLICE OFF./GBH,1
720-5/12-13(A)(3)/2),Violent,CRNML SEX ASSLT 2NDOFF,1
720-5/18-4()(A)(3),Violent,ATT AGGRAVATED VEH HIJACKING,1
720-5/12-1A,Violent,ASSAULT,1
720-5/12-16,Violent,AGG CRIM SEX,1
720-5/12-15A1,Violent,ATT CRM SXL ABUSE,1
720-5/12-15A2,Violent,ATTM CRIM SEX AB,1
720-5/18-2(A)4),Violent,ATT (ARMED ROBBRY/FIREARM,1
720-5/9-1A2,Violent,CONSP TO COMMIT MURDER,1
20-5/8-2(720-5/9-2(A)(2),Violent,CONSPIRACY TO COMMIT MURDER,1
720-5/18-2(A)92),Violent,ATT ARMED ROBBERY,1
625-5/11-501(D)(1)(D),Violent,AGG DUI/RECKLESS HOMICIDE,1
720-5/12-15(A)(A),Violent,ATT. CRIMINAL SEXUAL ABUSE,1
720-5/12-7.4(A)(1),Violent,AGG STALKING/BODILY HARM,1
720-5/8-4 / 720-5/18-2A,Violent,ATTEMPT ARMED ROBBERY,1
720-5/24-1.2(A)(1)A),Violent,AGG DISCHARGE FIREARM/BLDG/SCH,1
720-5/18-2(A)(2)720),Violent,(ATT) ARMED ROBBERY/ARMED W/FI,1
720-5/12-4(2)(A)(1),Violent,ATTEMPT AGG BATTERY,1
720-5/9-1.2(a)(2),Violent,INTENT/HOMICIDE/UNBORN CHILD,1
720-5/20-1.1(a)(3),Violent,AGG ARSON/INJURE FIRE/POLICE,1
720-5/9-1(\M),Violent,ATTEMPT MURDER,1
"720-5,31-1(A)",Violent,RESIST/OBSTRUCT OFFICER/INJURY,1
720-5/12-4(A)(7),Violent,"AGG BTRY TO FRMN,PM,PO",1
720-5/8-4(7205/18-2,Violent,ATTEMPT  ARMED ROBBERY,1
720-5/12-16(E),Violent,AGG CRIM SEX AB>13<18/TRUST,1
720-5/12-4.6(B),Violent,AGG BATTERY SR CITIZEN >6,1
720-5/18.5(A),Violent,AGGRAVATED ROBBERY,1
720-5/18-2(A)(4),Violent,(ATT) ARMED ROBBERY/ARMED W/FI,1
720-5/9-1(A)(1)(8)(2),Violent,CONSPIRACY TO COMMIT MURDER,1
720-5/12-14.1(a)(2),Violent,PREDATORY CRIM SEX ASLT/HARM,1
720-5/12-15(C),Violent,CRIM SEXUAL ABUSE,1
720 5/8-4 ( 18-1),Violent,ATTEMPT ARMED ROBBERY,1
720-5/33A-2(b),Violent,ARMED VIOLENCE/CATEGORY I/II,1
720-5/12-4.2(A)(2),Violent,AGG BTRY/FIREARM/OFF/FIRE,1
720-5/12-3A(1),Violent,BATTERY,1
625-5/11-501(A)(1)(C),Violent,AGG DUI/ACCIDENT/DEATH,1
720-5/9-1(A)(1)/8)(4),Violent,ATTEMPT MURDER/INTENT TO KILL,1
ATT-ARMED ROB,Violent,ATT(ARMED ROBBERY)=720-5\8-4(1,1
720-5/12-15(C)(2),Violent,ATT CRIMINAL SEXUAL ABUSE,1
720-5/12-15(b)(1),Violent,CRIM SEX ABUSE/ACCUSED <17,1
720-5/12-2(9),Violent,AGG ASSAULT,1
720-5/20-1.1(A)(3),Violent,AGG ARSON/INJURE FIRE/POL,1
720-150/4,Violent,ENDANGER LIFE OF CHILD,1
720-5/12-4(A)(E)(3),Violent,AGG BATTERY/PEACE OFF/DUTIES,1
720 5 8-4/720 5 18-4A3,Violent,ATT AGG VEH HIJACKING,1
625-5/11-501(A)(1)/)(D)(1)(C),Violent,AGG DUI/ACCIDENT/BODILY H,1
720-570/8-2(720)(5/9)(1)(A)(1),Violent,CONSPIRACY TO COMMIT MURDER,1
720-5/18-5(720)(5/18)(2)(A),Violent,ATTEMPT ARMED ROBBERY,1
720-5/12-21.6(A)(D),Violent,ENDANGER LIFE/HEALTH OF CHILD,1
720-5/9(720)(5/18)(2)(A),Violent,ATTEMPT ARMED ROBBERY,1
720-5/11-6.5(A)(1)(II),Violent,IND SOL ADULT/13<17/PENET,1
720-5/12-3(A)2),Violent,BATTERY/CAUSE BODILY HARM,1
720/5-(8-4)720-5/9-1(A)1,Violent,ATT FIRST DEGREE MURDER,1
720-(8-4)-5/18-2(A),Violent,ATTEMPT ARMED ROBBERY,1
720-5/8(720)(5/18)(2)(A),Violent,ATT ARMED ROBBERY,1
720-5/33A-2(A)(2),Violent,ARMED VIOLENCE/CATEGORY II,1
720-5/12-4.3(A).8)(4),Violent,AGG BATT OF A CHILD,1
720-5/9-1()(A)(1),Violent,MURDER/INTENT TO KILL/INJURE,1
720-5/12-5(a)(2),Violent,RECK CONDUCT/GREAT BODILY HARM,1
720-5/33A-2(A)(3),Violent,ARMED VIOLENCE/CATEGORY III,1
720-5/12-2(A)(1),Violent,AGGRAVATED ASSAULT,1
720-5/12-20.5,Violent,DISMEMBERING A HUMAN BODY,1
720-5/16(A)(5),Violent,AGG.CRIM.SEXUAL ABUSE,1
720 5-8-4 18-2(A)(2),Violent,ATTEMPT ARMED ROBBERY,1
720-5/8-2 / 720-5/9-1(A)(2),Violent,CONSPIRACY TO COMMIT MURDER,1
720-5/10-2(A)(3)(8)(4)(A)),Violent,ATT AGG KIDNAPING/HARM,1
720-5/18-4(A)(6),Violent,AGG VEH HIJACKING/DISCH/H,1
720-5/24-1.2(A)3),Violent,ATT AGG DISCH FIR/PC OFF/FIREM,1
720-5/10A-10(B)(2),Violent,INVOL SERV/MINOR<17,1
720-5/24-1.2(5)(A)(2),Violent,AGG DISCH SILENCER PERSON,1
720-5/12-16.2,Violent,ATTEMPT VIOLATION CRIMINAL TRA,1
730-5/5-3C8,,OFFENDER,1
